"STUDYID","DOMAIN","USUBJID","POOLID","FWSEQ","FWGRPID","FWTESTCD","FWTEST","FWORRES","FWORRESU","FWSTRESC","FWSTRESN","FWSTRESU","FWSTAT","FWREASND","FWEXCLFL","FWREASEX","FWDTC","FWENDTC","FWDY","FWENDY"
"GLP003","FW","107001478",NA,426,NA,"FC","Food Consumption","230.2","g","32.89",32.89,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:22:03","2007-07-03T14:36:26",15,22
"GLP003","FW","107001478",NA,427,NA,"FC","Food Consumption","186.4","g","31.07",31.07,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:36:26","2007-07-09T06:26:04",22,28
"GLP003","FW","107001478",NA,428,NA,"FC","Food Consumption","127.7","g","31.93",31.93,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:31:56","2007-07-17T07:52:38",32,36
"GLP003","FW","107001478",NA,429,NA,"FC","Food Consumption","172.8","g","28.80",28.8,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:52:38","2007-07-23T07:29:04",36,42
"GLP003","FW","107001478",NA,430,NA,"WC","Water Consumption","9.6","g","9.60",9.6,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:43:11","2007-07-11T08:17:25",29,30
"GLP003","FW","107001478",NA,431,NA,"WC","Water Consumption","9.7","g","9.70",9.7,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:45:46","2007-07-24T08:27:35",42,43
"GLP003","FW","107001491",NA,432,NA,"FC","Food Consumption","215.1","g","30.73",30.73,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:02:00","2007-06-19T08:26:41",1,8
"GLP003","FW","107001491",NA,433,NA,"FC","Food Consumption","212.8","g","30.40",30.4,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:26:42","2007-06-26T08:22:19",8,15
"GLP003","FW","107001491",NA,434,NA,"FC","Food Consumption","79.9","g","11.41",11.41,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:22:19","2007-07-03T14:36:52",15,22
"GLP003","FW","107001491",NA,435,NA,"FC","Food Consumption","202.6","g","33.77",33.77,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:36:52","2007-07-09T06:26:10",22,28
"GLP003","FW","107001491",NA,436,NA,"FC","Food Consumption","155.9","g","38.98",38.98,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:32:06","2007-07-17T07:52:55",32,36
"GLP003","FW","107001491",NA,437,NA,"FC","Food Consumption","219.5","g","36.58",36.58,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:52:55","2007-07-23T07:29:19",36,42
"GLP003","FW","107001491",NA,438,NA,"WC","Water Consumption","52.9","g","52.90",52.9,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:43:27","2007-07-11T08:17:39",29,30
"GLP003","FW","107001491",NA,439,NA,"WC","Water Consumption","39.0","g","39.00",39,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:46:31","2007-07-24T08:27:48",42,43
"GLP003","FW","107001570",NA,440,NA,"FC","Food Consumption","151.9","g","21.70",21.7,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:19:22","2007-06-21T08:40:51",1,8
"GLP003","FW","107001570",NA,441,NA,"FC","Food Consumption","162.4","g","23.20",23.2,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:40:51","2007-06-28T08:14:19",8,15
"GLP003","FW","107001570",NA,442,NA,"FC","Food Consumption","158.1","g","22.59",22.59,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:14:19","2007-07-05T13:23:08",15,22
"GLP003","FW","107001570",NA,443,NA,"FC","Food Consumption","128.0","g","21.33",21.33,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:23:08","2007-07-11T06:20:11",22,28
"GLP003","FW","107001570",NA,444,NA,"WC","Water Consumption","8.2","g","8.20",8.2,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:01","2007-07-12T08:19:46",28,29
"GLP003","FW","107001618",NA,445,NA,"FC","Food Consumption","144.6","g","20.66",20.66,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:19:27","2007-06-21T08:41:03",1,8
"GLP003","FW","107001618",NA,446,NA,"FC","Food Consumption","137.8","g","19.69",19.69,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:41:03","2007-06-28T08:14:36",8,15
"GLP003","FW","107001618",NA,447,NA,"FC","Food Consumption","141.8","g","20.26",20.26,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:14:36","2007-07-05T13:23:22",15,22
"GLP003","FW","107001618",NA,448,NA,"FC","Food Consumption","110.4","g","18.40",18.4,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:23:22","2007-07-11T06:20:21",22,28
"GLP003","FW","107001618",NA,449,NA,"WC","Water Consumption","24.2","g","24.20",24.2,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:09","2007-07-12T08:19:55",28,29
"GLP003","FW","107001520",NA,450,NA,"FC","Food Consumption","150.1","g","21.44",21.44,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:19:37","2007-06-21T08:41:16",1,8
"GLP003","FW","107001520",NA,451,NA,"FC","Food Consumption","164.7","g","23.53",23.53,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:41:16","2007-06-28T08:14:49",8,15
"GLP003","FW","107001520",NA,452,NA,"FC","Food Consumption","174.8","g","24.97",24.97,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:14:49","2007-07-05T13:23:39",15,22
"GLP003","FW","107001520",NA,453,NA,"FC","Food Consumption","131.0","g","21.83",21.83,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:23:39","2007-07-11T06:20:30",22,28
"GLP003","FW","107001520",NA,454,NA,"WC","Water Consumption","9.6","g","9.60",9.6,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:19","2007-07-12T08:20:04",28,29
"GLP003","FW","107001553",NA,455,NA,"FC","Food Consumption","132.4","g","18.91",18.91,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:00","2007-06-21T08:41:29",1,8
"GLP003","FW","107001553",NA,456,NA,"FC","Food Consumption","147.9","g","21.13",21.13,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:41:29","2007-06-28T08:15:01",8,15
"GLP003","FW","107001553",NA,457,NA,"FC","Food Consumption","147.8","g","21.11",21.11,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:15:01","2007-07-05T13:23:55",15,22
"GLP003","FW","107001553",NA,458,NA,"FC","Food Consumption","107.5","g","17.92",17.92,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:23:55","2007-07-11T06:20:39",22,28
"GLP003","FW","107001553",NA,459,NA,"WC","Water Consumption","7.8","g","7.80",7.8,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:27","2007-07-12T08:20:14",28,29
"GLP003","FW","107001540",NA,460,NA,"FC","Food Consumption","133.8","g","19.11",19.11,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:10","2007-06-21T08:41:57",1,8
"GLP003","FW","107001540",NA,461,NA,"FC","Food Consumption","142.1","g","20.30",20.3,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:41:57","2007-06-28T08:15:33",8,15
"GLP003","FW","107001540",NA,462,NA,"FC","Food Consumption","145.7","g","20.81",20.81,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:15:33","2007-07-05T13:24:12",15,22
"GLP003","FW","107001540",NA,463,NA,"FC","Food Consumption","121.6","g","20.27",20.27,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:24:12","2007-07-11T06:20:52",22,28
"GLP003","FW","107001540",NA,464,NA,"WC","Water Consumption","7.8","g","7.80",7.8,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:36","2007-07-12T08:20:25",28,29
"GLP003","FW","107001562",NA,465,NA,"FC","Food Consumption","147.8","g","21.11",21.11,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:17","2007-06-21T08:42:12",1,8
"GLP003","FW","107001562",NA,466,NA,"FC","Food Consumption","164.9","g","23.56",23.56,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:42:12","2007-06-28T08:15:49",8,15
"GLP003","FW","107001562",NA,467,NA,"FC","Food Consumption","183.8","g","26.26",26.26,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:15:49","2007-07-05T13:24:27",15,22
"GLP003","FW","107001562",NA,468,NA,"FC","Food Consumption","134.8","g","22.47",22.47,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:24:27","2007-07-11T06:21:01",22,28
"GLP003","FW","107001562",NA,469,NA,"WC","Water Consumption","14.0","g","14.00",14,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:48:31","2007-07-13T08:11:30",29,30
"GLP003","FW","107001631",NA,470,NA,"FC","Food Consumption","138.3","g","19.76",19.76,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:27","2007-06-21T08:42:27",1,8
"GLP003","FW","107001631",NA,471,NA,"FC","Food Consumption","161.5","g","23.07",23.07,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:42:27","2007-06-28T08:16:03",8,15
"GLP003","FW","107001631",NA,472,NA,"FC","Food Consumption","163.6","g","23.37",23.37,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:16:04","2007-07-05T13:24:42",15,22
"GLP003","FW","107001631",NA,473,NA,"FC","Food Consumption","124.8","g","20.80",20.8,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:24:42","2007-07-11T06:21:12",22,28
"GLP003","FW","107001631",NA,474,NA,"WC","Water Consumption","10.1","g","10.10",10.1,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:48:44","2007-07-13T08:11:39",29,30
"GLP003","FW","107001499",NA,475,NA,"FC","Food Consumption","151.2","g","21.60",21.6,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:37","2007-06-21T08:42:43",1,8
"GLP003","FW","107001499",NA,476,NA,"FC","Food Consumption","166.7","g","23.81",23.81,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:42:43","2007-06-28T08:16:16",8,15
"GLP003","FW","107001499",NA,477,NA,"FC","Food Consumption","160.3","g","22.90",22.9,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:16:16","2007-07-05T13:25:02",15,22
"GLP003","FW","107001499",NA,478,NA,"FC","Food Consumption","123.1","g","20.52",20.52,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:25:02","2007-07-11T06:21:22",22,28
"GLP003","FW","107001499",NA,479,NA,"WC","Water Consumption","5.0","g","5.00",5,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:48:57","2007-07-13T08:11:48",29,30
"GLP003","FW","107001552",NA,480,NA,"FC","Food Consumption","145.7","g","20.81",20.81,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:45","2007-06-21T08:42:59",1,8
"GLP003","FW","107001552",NA,481,NA,"FC","Food Consumption","153.2","g","21.89",21.89,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:42:59","2007-06-28T08:16:37",8,15
"GLP003","FW","107001552",NA,482,NA,"FC","Food Consumption","153.5","g","21.93",21.93,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:16:37","2007-07-05T13:25:17",15,22
"GLP003","FW","107001552",NA,483,NA,"FC","Food Consumption","110.4","g","18.40",18.4,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:25:17","2007-07-11T06:21:34",22,28
"GLP003","FW","107001552",NA,484,NA,"WC","Water Consumption","7.4","g","7.40",7.4,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:49:09","2007-07-13T08:11:58",29,30
"GLP003","FW","107001505",NA,485,NA,"FC","Food Consumption","146.7","g","20.96",20.96,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:52","2007-06-21T08:43:11",1,8
"GLP003","FW","107001505",NA,486,NA,"FC","Food Consumption","162.4","g","23.20",23.2,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:43:11","2007-06-28T08:16:48",8,15
"GLP003","FW","107001505",NA,487,NA,"FC","Food Consumption","166.1","g","23.73",23.73,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:16:48","2007-07-05T13:25:33",15,22
"GLP003","FW","107001505",NA,488,NA,"FC","Food Consumption","123.5","g","20.58",20.58,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:25:33","2007-07-11T06:21:43",22,28
"GLP003","FW","107001505",NA,489,NA,"WC","Water Consumption","28.4","g","28.40",28.4,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:49:23","2007-07-13T08:12:08",29,30
"GLP003","FW","107001637",NA,490,NA,"FC","Food Consumption","154.2","g","22.03",22.03,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:20:59","2007-06-21T08:43:25",1,8
"GLP003","FW","107001637",NA,491,NA,"FC","Food Consumption","159.8","g","22.83",22.83,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:43:25","2007-06-28T08:16:58",8,15
"GLP003","FW","107001637",NA,492,NA,"FC","Food Consumption","158.5","g","22.64",22.64,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:16:59","2007-07-05T13:25:48",15,22
"GLP003","FW","107001637",NA,493,NA,"FC","Food Consumption","110.6","g","18.43",18.43,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:25:48","2007-07-11T06:21:53",22,28
"GLP003","FW","107001637",NA,494,NA,"FC","Food Consumption","96.9","g","24.23",24.23,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:46:07","2007-07-19T09:25:53",32,36
"GLP003","FW","107001637",NA,495,NA,"FC","Food Consumption","129.3","g","21.55",21.55,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:25:53","2007-07-25T07:33:17",36,42
"GLP003","FW","107001637",NA,496,NA,"WC","Water Consumption","9.3","g","9.30",9.3,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:44","2007-07-12T08:20:36",28,29
"GLP003","FW","107001637",NA,497,NA,"WC","Water Consumption","19.6","g","19.60",19.6,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:37","2007-07-26T08:25:07",42,43
"GLP003","FW","107001612",NA,498,NA,"FC","Food Consumption","151.3","g","21.61",21.61,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:21:07","2007-06-21T08:43:42",1,8
"GLP003","FW","107001612",NA,499,NA,"FC","Food Consumption","161.4","g","23.06",23.06,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:43:42","2007-06-28T08:17:14",8,15
"GLP003","FW","107001612",NA,500,NA,"FC","Food Consumption","165.4","g","23.63",23.63,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:17:14","2007-07-05T13:26:03",15,22
"GLP003","FW","107001612",NA,501,NA,"FC","Food Consumption","131.0","g","21.83",21.83,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:26:03","2007-07-11T06:22:04",22,28
"GLP003","FW","107001612",NA,502,NA,"FC","Food Consumption","92.2","g","23.05",23.05,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:46:22","2007-07-19T09:26:22",32,36
"GLP003","FW","107001612",NA,503,NA,"FC","Food Consumption","123.0","g","20.50",20.5,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:26:22","2007-07-25T07:33:29",36,42
"GLP003","FW","107001612",NA,504,NA,"WC","Water Consumption","10.6","g","10.60",10.6,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:40:54","2007-07-12T08:20:45",28,29
"GLP003","FW","107001612",NA,505,NA,"WC","Water Consumption","9.7","g","9.70",9.7,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:45","2007-07-26T08:25:20",42,43
"GLP003","FW","107001574",NA,506,NA,"FC","Food Consumption","154.6","g","22.09",22.09,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:21:15","2007-06-21T08:43:58",1,8
"GLP003","FW","107001574",NA,507,NA,"FC","Food Consumption","165.8","g","23.69",23.69,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:43:58","2007-06-28T08:17:29",8,15
"GLP003","FW","107001574",NA,508,NA,"FC","Food Consumption","159.6","g","22.80",22.8,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:17:29","2007-07-05T13:26:17",15,22
"GLP003","FW","107001574",NA,509,NA,"FC","Food Consumption","131.5","g","21.92",21.92,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:26:17","2007-07-11T06:22:16",22,28
"GLP003","FW","107001574",NA,510,NA,"FC","Food Consumption","103.1","g","25.78",25.78,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:46:40","2007-07-19T09:26:48",32,36
"GLP003","FW","107001574",NA,511,NA,"FC","Food Consumption","142.5","g","23.75",23.75,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:26:48","2007-07-25T07:33:43",36,42
"GLP003","FW","107001574",NA,512,NA,"WC","Water Consumption","9.5","g","9.50",9.5,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:49:39","2007-07-13T08:12:21",29,30
"GLP003","FW","107001574",NA,513,NA,"WC","Water Consumption","12.3","g","12.30",12.3,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:53","2007-07-26T08:25:32",42,43
"GLP003","FW","107001519",NA,514,NA,"FC","Food Consumption","159.0","g","22.71",22.71,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:21:31","2007-06-21T08:44:14",1,8
"GLP003","FW","107001519",NA,515,NA,"FC","Food Consumption","177.0","g","25.29",25.29,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:44:14","2007-06-28T08:17:44",8,15
"GLP003","FW","107001519",NA,516,NA,"FC","Food Consumption","178.6","g","25.51",25.51,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:17:44","2007-07-05T13:26:35",15,22
"GLP003","FW","107001519",NA,517,NA,"FC","Food Consumption","132.7","g","22.12",22.12,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:26:36","2007-07-11T06:22:27",22,28
"GLP003","FW","107001519",NA,518,NA,"FC","Food Consumption","98.4","g","24.60",24.6,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:47:01","2007-07-19T09:27:17",32,36
"GLP003","FW","107001519",NA,519,NA,"FC","Food Consumption","150.7","g","25.12",25.12,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:27:17","2007-07-25T07:33:55",36,42
"GLP003","FW","107001519",NA,520,NA,"WC","Water Consumption","12.4","g","12.40",12.4,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:49:50","2007-07-13T08:12:29",29,30
"GLP003","FW","107001519",NA,521,NA,"WC","Water Consumption","6.6","g","6.60",6.6,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:50:01","2007-07-26T08:25:42",42,43
"GLP003","FW","107001589",NA,522,NA,"FC","Food Consumption","156","g","22.3",22.3,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:21:35","2007-06-21T08:44:29",1,8
"GLP003","FW","107001589",NA,523,NA,"FC","Food Consumption","159.3","g","22.76",22.76,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:44:29","2007-06-28T08:17:58",8,15
"GLP003","FW","107001589",NA,524,NA,"FC","Food Consumption","166.5","g","23.79",23.79,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:17:58","2007-07-05T13:26:52",15,22
"GLP003","FW","107001589",NA,525,NA,"FC","Food Consumption","127.7","g","21.28",21.28,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:26:52","2007-07-11T06:22:38",22,28
"GLP003","FW","107001589",NA,526,NA,"FC","Food Consumption","87.6","g","21.90",21.9,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:47:19","2007-07-19T09:27:45",32,36
"GLP003","FW","107001589",NA,527,NA,"FC","Food Consumption","141.4","g","23.57",23.57,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:27:45","2007-07-25T07:34:08",36,42
"GLP003","FW","107001589",NA,528,NA,"WC","Water Consumption","16.5","g","16.50",16.5,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:50:02","2007-07-13T08:12:39",29,30
"GLP003","FW","107001589",NA,529,NA,"WC","Water Consumption","19.6","g","19.60",19.6,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:50:09","2007-07-26T08:25:53",42,43
"GLP003","FW","107001447",NA,530,NA,"FC","Food Consumption","188.1","g","26.87",26.87,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:02:49","2007-06-19T08:37:55",1,8
"GLP003","FW","107001447",NA,531,NA,"FC","Food Consumption","196.4","g","28.06",28.06,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:37:55","2007-06-26T08:25:10",8,15
"GLP003","FW","107001447",NA,532,NA,"FC","Food Consumption","218.5","g","31.21",31.21,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:25:10","2007-07-03T14:37:47",15,22
"GLP003","FW","107001447",NA,533,NA,"FC","Food Consumption","185.3","g","30.88",30.88,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:37:47","2007-07-09T06:26:33",22,28
"GLP003","FW","107001447",NA,534,NA,"WC","Water Consumption","51.7","g","51.70",51.7,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:39:01","2007-07-10T08:04:06",28,29
"GLP003","FW","107001414",NA,535,NA,"FC","Food Consumption","178.2","g","25.46",25.46,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:02:57","2007-06-19T08:38:11",1,8
"GLP003","FW","107001414",NA,536,NA,"FC","Food Consumption","198.1","g","28.30",28.3,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:38:11","2007-06-26T08:25:26",8,15
"GLP003","FW","107001414",NA,537,NA,"FC","Food Consumption","134.9","g","26.98",26.98,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:25:26","2007-07-01T10:51:44",15,20
"GLP003","FW","107001414",NA,538,NA,"WC","Water Consumption","36.0","g","36.00",36,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:39:16","2007-07-10T08:04:17",28,29
"GLP003","FW","107001400",NA,539,NA,"FC","Food Consumption","233.5","g","33.36",33.36,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:03:05","2007-06-19T08:38:27",1,8
"GLP003","FW","107001400",NA,540,NA,"FC","Food Consumption","233.6","g","33.37",33.37,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:38:27","2007-06-26T08:25:45",8,15
"GLP003","FW","107001400",NA,541,NA,"FC","Food Consumption","234.6","g","33.51",33.51,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:25:45","2007-07-03T14:38:20",15,22
"GLP003","FW","107001400",NA,542,NA,"FC","Food Consumption","202.0","g","33.67",33.67,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:38:20","2007-07-09T06:26:40",22,28
"GLP003","FW","107001400",NA,543,NA,"WC","Water Consumption","25.0","g","25.00",25,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:39:26","2007-07-10T08:04:34",28,29
"GLP003","FW","107001454",NA,544,NA,"FC","Food Consumption","167.3","g","23.90",23.9,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:03:15","2007-06-19T08:38:42",1,8
"GLP003","FW","107001454",NA,545,NA,"FC","Food Consumption","172.6","g","24.66",24.66,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:38:43","2007-06-26T08:25:58",8,15
"GLP003","FW","107001454",NA,546,NA,"FC","Food Consumption","176.4","g","25.20",25.2,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:25:58","2007-07-03T14:38:53",15,22
"GLP003","FW","107001454",NA,547,NA,"FC","Food Consumption","148.1","g","24.68",24.68,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:38:53","2007-07-09T06:26:51",22,28
"GLP003","FW","107001454",NA,548,NA,"WC","Water Consumption","20.3","g","20.30",20.3,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:39:37","2007-07-10T08:04:49",28,29
"GLP003","FW","107001393",NA,549,NA,"FC","Food Consumption","200.2","g","28.60",28.6,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:03:22","2007-06-19T08:38:59",1,8
"GLP003","FW","107001393",NA,550,NA,"FC","Food Consumption","210.9","g","30.13",30.13,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:38:59","2007-06-26T08:26:18",8,15
"GLP003","FW","107001393",NA,551,NA,"FC","Food Consumption","233.7","g","33.39",33.39,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:26:18","2007-07-03T14:39:59",15,22
"GLP003","FW","107001393",NA,552,NA,"FC","Food Consumption","189.3","g","31.55",31.55,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:39:59","2007-07-09T06:26:59",22,28
"GLP003","FW","107001393",NA,553,NA,"WC","Water Consumption","25.4","g","25.40",25.4,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:39:47","2007-07-10T08:05:02",28,29
"GLP003","FW","107001355",NA,554,NA,"FC","Food Consumption","202.2","g","28.89",28.89,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:03:32","2007-06-19T08:39:16",1,8
"GLP003","FW","107001355",NA,555,NA,"FC","Food Consumption","211.2","g","30.17",30.17,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:39:16","2007-06-26T08:26:36",8,15
"GLP003","FW","107001355",NA,556,NA,"FC","Food Consumption","227.4","g","32.49",32.49,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:26:36","2007-07-03T14:40:29",15,22
"GLP003","FW","107001355",NA,557,NA,"FC","Food Consumption","191.0","g","31.83",31.83,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:40:29","2007-07-09T06:27:10",22,28
"GLP003","FW","107001355",NA,558,NA,"WC","Water Consumption","23.5","g","23.50",23.5,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:43:45","2007-07-11T08:17:51",29,30
"GLP003","FW","107001426",NA,559,NA,"FC","Food Consumption","215.0","g","30.71",30.71,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:03:41","2007-06-19T08:39:35",1,8
"GLP003","FW","107001426",NA,560,NA,"FC","Food Consumption","240.3","g","34.33",34.33,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:39:35","2007-06-26T08:26:54",8,15
"GLP003","FW","107001426",NA,561,NA,"FC","Food Consumption","256.4","g","36.63",36.63,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:26:54","2007-07-03T14:41:10",15,22
"GLP003","FW","107001426",NA,562,NA,"FC","Food Consumption","205.6","g","34.27",34.27,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:41:10","2007-07-09T06:27:20",22,28
"GLP003","FW","107001426",NA,563,NA,"WC","Water Consumption","26.2","g","26.20",26.2,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:44:05","2007-07-11T08:18:01",29,30
"GLP003","FW","107001424",NA,564,NA,"FC","Food Consumption","214.8","g","30.69",30.69,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:03:51","2007-06-19T08:39:53",1,8
"GLP003","FW","107001424",NA,565,NA,"FC","Food Consumption","226.2","g","32.31",32.31,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:39:53","2007-06-26T08:27:22",8,15
"GLP003","FW","107001424",NA,566,NA,"FC","Food Consumption","234.6","g","33.51",33.51,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:27:22","2007-07-03T14:42:05",15,22
"GLP003","FW","107001424",NA,567,NA,"FC","Food Consumption","196.5","g","32.75",32.75,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:42:05","2007-07-09T06:27:30",22,28
