"STUDYID","DOMAIN","USUBJID","POOLID","PCSEQ","PCGRPID","PCREFID","PCSPID","PCTESTCD","PCTEST","PCCAT","PCSCAT","PCORRES","PCORRESU","PCSTRESC","PCSTRESN","PCSTRESU","PCSTAT","PCREASND","PCNAM","PCSPEC","PCSPCCND","PCMETHOD","PCBLFL","PCFAST","PCDRVFL","PCLLOQ","PCEXCLFL","PCREASEX","VISITDY","PCDTC","PCENDTC","PCDY","PCENDY","PCTPT","PCTPTNUM","PCELTM","PCTPTREF","PCRFTDTC","PCEVLINT"
"PDS2014","PC","PDS2014-0178",NA,234,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4120","ng/mL","4120",4120,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,235,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4280","ng/mL","4280",4280,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,236,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4040","ng/mL","4040",4040,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,237,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3470","ng/mL","3470",3470,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,2,"2010-12-12T12:00:00",NA,2,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,238,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4860","ng/mL","4860",4860,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,239,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"8320","ng/mL","8320",8320,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,240,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"9840","ng/mL","9840",9840,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,241,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"10400","ng/mL","10400",10400,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,242,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"9540","ng/mL","9540",9540,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,243,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"8740","ng/mL","8740",8740,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,244,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4860","ng/mL","4860",4860,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,245,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,31,"2011-01-10T12:00:00",NA,31,NA,"48H",48,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,246,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,32,"2011-01-11T12:00:00",NA,32,NA,"72H",72,NA,NA,NA,NA
