"STUDYID","DOMAIN","USUBJID","POOLID","CLSEQ","CLGRPID","CLREFID","CLSPID","CLTESTCD","CLTEST","CLCAT","CLSCAT","CLBODSYS","CLORRES","CLSTRESC","CLRESCAT","CLSTAT","CLREASND","CLLOC","CLEVAL","CLSEV","CLEXCLFL","CLREASEX","VISITDY","CLDTC","CLDY","CLTPT","CLTPTNUM","CLELTM","CLTPTREF","CLRFTDTC"
"PDS2014","CL","PDS2014-0173",NA,7068,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T07:18:27",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7069,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T11:07:30",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7070,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,28,"2011-01-07T11:52:02",28,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7071,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T09:22:29",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7072,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,50,"2011-01-29T07:51:35",50,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7073,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,9,"2010-12-19T13:56:49",9,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7074,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,32,"2011-01-11T09:22:21",32,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7075,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T15:08:57",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7076,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,2,"2010-12-12T12:05:15",2,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7077,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T11:48:21",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7078,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,31,"2011-01-10T09:49:13",31,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7079,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,16,"2010-12-26T08:06:33",16,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7080,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,2,"2010-12-12T09:33:57",2,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7081,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T09:25:00",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7082,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T07:55:24",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7083,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,49,"2011-01-28T09:13:29",49,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7084,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,10,"2010-12-20T12:59:44",10,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7085,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,45,"2011-01-24T07:51:53",45,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7086,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,11,"2010-12-21T08:43:00",11,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7087,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,24,"2011-01-03T09:39:51",24,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7088,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T09:28:56",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7089,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T11:07:35",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7090,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T12:25:22",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7091,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T11:16:05",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7092,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T10:04:22",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7093,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,43,"2011-01-22T07:40:57",43,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7094,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,41,"2011-01-20T10:31:25",41,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7095,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,5,"2010-12-15T10:17:12",5,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7096,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,19,"2010-12-29T10:30:44",19,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7097,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,38,"2011-01-17T10:38:31",38,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7098,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T10:42:23",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0173",NA,7099,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,7,"2010-12-17T09:10:13",7,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7100,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,18,"2010-12-28T08:45:18",18,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7101,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,-1,"2010-12-10T11:46:45",-1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7102,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,26,"2011-01-05T10:05:01",26,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7103,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,42,"2011-01-21T08:42:05",42,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7104,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T06:32:11",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7105,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T14:00:27",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7106,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,23,"2011-01-02T06:29:04",23,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7107,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,51,"2011-01-30T10:59:02",51,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7108,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T15:08:57",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7109,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T07:56:48",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7110,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,14,"2010-12-24T08:46:17",14,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7111,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,20,"2010-12-30T09:45:55",20,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7112,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,34,"2011-01-13T09:28:31",34,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7113,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,17,"2010-12-27T11:05:09",17,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7114,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,33,"2011-01-12T09:57:39",33,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7115,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T14:00:42",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7116,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T09:26:07",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7117,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T10:51:30",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7118,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,56,"2011-02-04T10:45:12",56,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7119,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,3,"2010-12-13T13:02:15",3,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7120,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,29,"2011-01-08T09:03:49",29,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7121,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T11:38:44",30,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7122,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,26,"2011-01-05T08:08:11",26,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7123,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,55,"2011-02-03T11:24:42",55,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7124,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,44,"2011-01-23T10:55:25",44,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7125,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T07:18:27",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7126,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T15:11:14",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7127,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,46,"2011-01-25T13:04:52",46,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7128,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,58,"2011-02-06T08:07:01",58,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7129,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,4,"2010-12-14T11:27:03",4,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7130,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,2,"2010-12-12T12:05:15",2,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7131,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,32,"2011-01-11T09:22:21",32,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7132,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,28,"2011-01-07T11:49:35",28,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7133,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,40,"2011-01-19T10:32:28",40,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7134,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T07:55:24",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7135,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,23,"2011-01-02T11:05:59",23,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7136,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,9,"2010-12-19T13:56:49",9,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7137,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T09:58:24",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7138,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T10:04:22",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7139,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T09:19:57",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7140,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,16,"2010-12-26T08:05:47",16,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7141,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T12:25:22",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7142,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T09:17:21",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7143,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,41,"2011-01-20T10:31:25",41,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7144,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,45,"2011-01-24T07:51:53",45,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7145,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,11,"2010-12-21T08:43:00",11,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7146,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,49,"2011-01-28T09:13:29",49,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7147,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,39,"2011-01-18T09:26:24",39,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7148,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,38,"2011-01-17T10:38:31",38,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7149,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T11:16:05",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7150,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T10:42:02",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7151,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,9,"2010-12-19T08:07:39",9,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7152,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T11:07:35",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7153,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,37,"2011-01-16T07:36:16",37,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7154,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,16,"2010-12-26T06:59:23",16,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7155,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T11:11:25",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7156,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,48,"2011-01-27T07:54:40",48,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7157,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,21,"2010-12-31T09:35:50",21,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7158,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,35,"2011-01-14T11:25:51",35,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7159,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T09:02:42",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7160,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T07:44:30",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7161,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T11:07:30",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7162,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,47,"2011-01-26T09:10:32",47,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7163,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,12,"2010-12-22T08:53:58",12,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7164,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,28,"2011-01-07T08:53:32",28,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7165,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T13:09:50",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7166,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T07:52:06",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7167,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,27,"2011-01-06T09:51:33",27,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0174",NA,7168,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T09:54:58",8,NA,NA,NA,NA,NA
