LBCAT,LBTEST,LBTESTCD,LBSPEC,SPECIES,SEX,LBSTRESM,LBSTRESSD,LBSTRESU,N
SERUM CHEMISTRY,Direct Bilirubin,BILDIR,SERUM,MOUSE,F,0.075,0.046751623,mg/dL,36
SERUM CHEMISTRY,Direct Bilirubin,BILDIR,SERUM,MOUSE,F,0.898571429,0.111905572,umol/L,21
SERUM CHEMISTRY,Direct Bilirubin,BILDIR,SERUM,MOUSE,M,0.31,0.447928566,mg/dL,36
SERUM CHEMISTRY,Direct Bilirubin,BILDIR,SERUM,MOUSE,M,1.408888889,0.280950767,umol/L,27
SERUM CHEMISTRY,Direct Bilirubin,BILDIR,SERUM,RAT,F,0.010666667,0.008609547,mg/dL,60
SERUM CHEMISTRY,Direct Bilirubin,BILDIR,SERUM,RAT,M,0.009230769,0.008365699,mg/dL,52
SERUM CHEMISTRY,Bile Acid,BILEAC,SERUM,Monkey,F,4.277777778,0.962460371,umol/L,12
SERUM CHEMISTRY,Bile Acid,BILEAC,SERUM,Monkey,M,7.122222222,3.68610093,umol/L,12
SERUM CHEMISTRY,Bile Acid,BILEAC,SERUM,RAT,F,26.06,24.86037642,umol/L,20
SERUM CHEMISTRY,Bile Acid,BILEAC,SERUM,RAT,M,51.87,36.37625165,umol/L,20
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,DOG,F,0.029690476,0.048910016,mg/dL,140
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,DOG,F,1.799833333,0.477303862,umol/L,20
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,DOG,M,0.020590278,0.04394139,mg/dL,144
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,DOG,M,1.5435,0.283347213,umol/L,20
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,Monkey,F,0.243333333,0.094507915,mg/dL,15
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,Monkey,M,0.202,0.043164506,mg/dL,15
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MONKEY,F,0.248384774,0.088721932,mg/dL,162
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MONKEY,F,4.431851852,1.237405045,umol/L,18
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MONKEY,M,0.232871486,0.077732951,mg/dL,166
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MONKEY,M,3.853814815,1.13935596,umol/L,18
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MOUSE,F,0.038196721,0.053078347,mg/dL,244
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MOUSE,F,2.126,0.279181068,umol/L,30
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MOUSE,M,0.121574803,0.193831454,mg/dL,254
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,MOUSE,M,3.652222222,0.632755472,umol/L,27
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,PIG,F,0.05,0.062217102,mg/dL,32
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,PIG,M,0.0125,0.021997067,mg/dL,32
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,RABBIT,F,0.085769231,0.082264115,mg/dL,26
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,RABBIT,M,0.082307692,0.077784713,mg/dL,26
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,RAT,F,0.063021462,0.056317895,mg/dL,994
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,RAT,F,2.352391304,0.408608396,umol/L,46
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,RAT,M,0.025663774,0.042367482,mg/dL,1037
SERUM CHEMISTRY,Bilirubin,BILI,SERUM,RAT,M,2.060434783,0.386298425,umol/L,46
SERUM CHEMISTRY,Indirect Bilirubin,BILIND,SERUM,RAT,F,0,0,mg/dL,20
SERUM CHEMISTRY,Indirect Bilirubin,BILIND,SERUM,RAT,M,0,0,mg/dL,20
SERUM CHEMISTRY,Calcium,CA,SERUM,DOG,F,10.4402619,0.281631883,mg/dL,140
SERUM CHEMISTRY,Calcium,CA,SERUM,DOG,F,2.642333333,0.075332402,mmol/L,20
SERUM CHEMISTRY,Calcium,CA,SERUM,DOG,M,10.45965278,0.255130029,mg/dL,144
SERUM CHEMISTRY,Calcium,CA,SERUM,DOG,M,2.631833333,0.072822985,mmol/L,20
SERUM CHEMISTRY,Calcium,CA,SERUM,Monkey,F,10.24222222,0.134793591,mg/dL,15
SERUM CHEMISTRY,Calcium,CA,SERUM,Monkey,M,10.17777778,0.346791797,mg/dL,15
SERUM CHEMISTRY,Calcium,CA,SERUM,MONKEY,F,9.790174897,0.381399733,mg/dL,162
SERUM CHEMISTRY,Calcium,CA,SERUM,MONKEY,F,2.544518519,0.073501787,mmol/L,18
SERUM CHEMISTRY,Calcium,CA,SERUM,MONKEY,M,9.842269076,0.401247598,mg/dL,166
SERUM CHEMISTRY,Calcium,CA,SERUM,MONKEY,M,2.627888889,0.098244992,mmol/L,18
SERUM CHEMISTRY,Calcium,CA,SERUM,MOUSE,F,9.062295082,0.557231231,mg/dL,244
SERUM CHEMISTRY,Calcium,CA,SERUM,MOUSE,F,2.324285714,0.0889703,mmol/L,21
SERUM CHEMISTRY,Calcium,CA,SERUM,MOUSE,M,9.204330709,0.579236366,mg/dL,254
SERUM CHEMISTRY,Calcium,CA,SERUM,MOUSE,M,2.262222222,0.070728807,mmol/L,27
SERUM CHEMISTRY,Calcium,CA,SERUM,PIG,F,10.6625,0.216645987,mg/dL,32
SERUM CHEMISTRY,Calcium,CA,SERUM,PIG,M,10.65,0.129515225,mg/dL,32
SERUM CHEMISTRY,Calcium,CA,SERUM,RABBIT,F,13.65282051,0.418163384,mg/dL,26
SERUM CHEMISTRY,Calcium,CA,SERUM,RABBIT,M,13.84269231,0.274139898,mg/dL,26
SERUM CHEMISTRY,Calcium,CA,SERUM,RAT,F,10.9138529,0.650962346,mg/dL,988
SERUM CHEMISTRY,Calcium,CA,SERUM,RAT,F,2.497173913,0.101185485,mmol/L,46
SERUM CHEMISTRY,Calcium,CA,SERUM,RAT,M,10.40307992,0.630523971,mg/dL,1026
SERUM CHEMISTRY,Calcium,CA,SERUM,RAT,M,2.426086957,0.054261845,mmol/L,46
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,DOG,F,150.677619,26.15045579,mg/dL,140
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,DOG,F,3.901333333,0.66003934,mmol/L,20
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,DOG,M,147.1134259,21.72884527,mg/dL,144
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,DOG,M,4.029,0.55739851,mmol/L,20
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,Monkey,F,119.9333333,12.25146574,mg/dL,15
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,Monkey,M,97.46666667,11.16954476,mg/dL,15
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MONKEY,F,123.8858025,19.12172896,mg/dL,162
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MONKEY,F,3.471444444,0.480578546,mmol/L,18
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MONKEY,M,128.0105422,21.4647922,mg/dL,166
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MONKEY,M,3.766666667,0.51649338,mmol/L,18
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MOUSE,F,99.46721311,23.55998715,mg/dL,244
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MOUSE,F,2.162857143,0.614150982,mmol/L,21
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MOUSE,M,138.2293578,32.38425203,mg/dL,218
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,MOUSE,M,4.371111111,0.539517828,mmol/L,27
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,PIG,F,95.5,18.64091926,mg/dL,32
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,PIG,M,80.875,18.46487511,mg/dL,32
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,RABBIT,F,45.79487179,20.02411367,mg/dL,26
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,RABBIT,M,27.18181818,5.714760683,mg/dL,22
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,RAT,F,91.620389,24.87809338,mg/dL,994
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,RAT,F,1.68673913,0.320756428,mmol/L,46
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,RAT,M,75.4339981,17.00131853,mg/dL,1053
SERUM CHEMISTRY,Cholesterol,CHOL,SERUM,RAT,M,1.552173913,0.207973428,mmol/L,46
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,DOG,F,208.530303,54.98929627,U/L,44
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,DOG,M,223.9015152,42.62826546,U/L,44
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,Monkey,F,334.5777778,313.9021298,U/L,15
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,Monkey,M,226.8666667,259.2679499,U/L,15
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,MONKEY,F,1264.35599,2919.592084,U/L,128
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,MONKEY,M,901.6604798,994.2055876,U/L,132
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,MOUSE,F,231.7142857,311.54082,U/L,154
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,MOUSE,M,371.5614035,555.9955994,U/L,171
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,RAT,F,658.827529,623.0703655,U/L,402
SERUM CHEMISTRY,Creatine Kinase,CK,SERUM,RAT,M,764.1675824,772.4475591,U/L,364
SERUM CHEMISTRY,Chloride,CL,SERUM,DOG,F,112.2925,1.327005028,mEq/L,120
SERUM CHEMISTRY,Chloride,CL,SERUM,DOG,F,111.1958333,1.619366193,mmol/L,40
SERUM CHEMISTRY,Chloride,CL,SERUM,DOG,M,111.8438172,1.549498663,mEq/L,124
SERUM CHEMISTRY,Chloride,CL,SERUM,DOG,M,112.5458333,1.960793599,mmol/L,40
SERUM CHEMISTRY,Chloride,CL,SERUM,Monkey,F,109.4222222,0.717874582,mmol/L,15
SERUM CHEMISTRY,Chloride,CL,SERUM,Monkey,M,110.3777778,0.754527779,mmol/L,15
SERUM CHEMISTRY,Chloride,CL,SERUM,MONKEY,F,107.9811111,1.856879169,mEq/L,150
SERUM CHEMISTRY,Chloride,CL,SERUM,MONKEY,F,107.4022222,2.099296239,mmol/L,30
SERUM CHEMISTRY,Chloride,CL,SERUM,MONKEY,M,107.6988017,2.058783515,mEq/L,153
SERUM CHEMISTRY,Chloride,CL,SERUM,MONKEY,M,107.4602151,2.796021239,mmol/L,31
SERUM CHEMISTRY,Chloride,CL,SERUM,MOUSE,F,112.6778846,4.683931969,mEq/L,208
SERUM CHEMISTRY,Chloride,CL,SERUM,MOUSE,F,110.5263158,3.229911892,mmol/L,57
SERUM CHEMISTRY,Chloride,CL,SERUM,MOUSE,M,113.1055046,2.73109201,mEq/L,218
SERUM CHEMISTRY,Chloride,CL,SERUM,MOUSE,M,110.047619,3.484660262,mmol/L,63
SERUM CHEMISTRY,Chloride,CL,SERUM,PIG,F,101.375,0.553580719,mEq/L,32
SERUM CHEMISTRY,Chloride,CL,SERUM,PIG,M,101.75,1.917659864,mEq/L,32
SERUM CHEMISTRY,Chloride,CL,SERUM,RABBIT,F,106.525641,3.634920848,mEq/L,26
SERUM CHEMISTRY,Chloride,CL,SERUM,RABBIT,M,104.7179487,3.450207475,mEq/L,26
SERUM CHEMISTRY,Chloride,CL,SERUM,RAT,F,103.7943445,1.900042374,mEq/L,778
SERUM CHEMISTRY,Chloride,CL,SERUM,RAT,F,102.6030534,2.514831105,mmol/L,262
SERUM CHEMISTRY,Chloride,CL,SERUM,RAT,M,104.3270718,1.730086897,mEq/L,905
SERUM CHEMISTRY,Chloride,CL,SERUM,RAT,M,104.0264026,4.033149858,mmol/L,202
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,DOG,F,0.562707143,0.103528164,mg/dL,140
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,DOG,F,51.01666667,3.874077894,umol/L,20
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,DOG,M,0.563418981,0.112041969,mg/dL,144
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,DOG,M,49.71666667,3.593406893,umol/L,20
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,Monkey,F,0.527333333,0.091739798,mg/dL,15
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,Monkey,M,0.652222222,0.075757201,mg/dL,15
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MONKEY,F,0.605113169,0.097436629,mg/dL,162
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MONKEY,F,53.42592593,4.566882141,umol/L,18
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MONKEY,M,0.613634538,0.183116703,mg/dL,166
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MONKEY,M,54.95555556,3.857087526,umol/L,18
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MOUSE,F,0.130655738,0.054338335,mg/dL,244
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MOUSE,F,6.571428571,2.675283697,umol/L,21
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MOUSE,M,0.139685039,0.072667275,mg/dL,254
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,MOUSE,M,10.88888889,4.361839179,umol/L,27
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,PIG,F,0.348333333,0.1316341,mg/dL,24
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,PIG,M,0.241666667,0.056311762,mg/dL,24
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,RABBIT,F,0.963717949,0.122894994,mg/dL,26
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,RABBIT,M,0.878589744,0.152436283,mg/dL,26
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,RAT,F,0.425979209,0.084717093,mg/dL,994
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,RAT,F,24.47826087,4.193853335,umol/L,46
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,RAT,M,0.338478747,0.085798022,mg/dL,1043
SERUM CHEMISTRY,Creatinine,CREAT,SERUM,RAT,M,18.93478261,2.225130947,umol/L,46
SERUM CHEMISTRY,C Reactive Protein,CRP,SERUM,MONKEY,F,0.1625,0.043613919,mg/dL,24
SERUM CHEMISTRY,C Reactive Protein,CRP,SERUM,MONKEY,M,0.545833333,0.972604825,mg/dL,24
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,DOG,F,1.314372294,1.46202905,U/L,154
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,DOG,M,1.41035865,1.371810595,U/L,158
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,Monkey,F,103.9111111,23.79624709,U/L,15
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,Monkey,M,198.3333333,55.91234637,U/L,15
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MONKEY,F,59.9,20.36233512,IU/L,10
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MONKEY,F,61.73614719,27.20253262,U/L,154
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MONKEY,M,43.43333333,5.291035979,IU/L,10
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MONKEY,M,78.77774262,48.05425118,U/L,158
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MOUSE,F,0.240495868,0.66302194,U/L,242
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MOUSE,M,0.145349794,0.445566986,U/L,243
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,PIG,F,57.25,5.453616734,U/L,32
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,PIG,M,63.75,4.66282484,U/L,32
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,RABBIT,F,7.333333333,1.302677895,U/L,12
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,RABBIT,M,3.888888889,1.736903859,U/L,12
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,RAT,F,0.078478002,0.261624167,U/L,841
SERUM CHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,RAT,M,0.036104712,0.180607454,U/L,955
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,Monkey,F,26.04444444,5.256691377,U/L,15
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,Monkey,M,50.22222222,18.3630351,U/L,15
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,MONKEY,F,19.31333333,3.820424434,U/L,15
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,MONKEY,M,25.55087719,5.966947215,U/L,19
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,MOUSE,F,11.38571429,3.082577771,U/L,21
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,MOUSE,M,16.61111111,6.036512833,U/L,27
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,RAT,F,108.4588523,217.9316676,U/L,273
SERUM CHEMISTRY,Glutamate Dehydrogenase,GLDH,SERUM,RAT,M,21.15324074,30.47234672,U/L,216
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,DOG,F,2.196984127,0.215218103,g/dL,126
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,DOG,F,25.21833333,1.095563889,g/L,20
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,DOG,M,2.298512821,0.20042507,g/dL,130
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,DOG,M,28.09,3.038805552,g/L,20
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,Monkey,F,2.602222222,0.196180459,g/dL,15
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,Monkey,M,2.908888889,0.218387549,g/dL,15
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MONKEY,F,2.858230453,0.36169816,g/dL,162
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MONKEY,F,36.93,4.440292342,g/L,18
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MONKEY,M,2.811194779,0.373742238,g/dL,166
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MONKEY,M,33.42111111,2.068156326,g/L,18
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MOUSE,F,1.771497585,0.238745058,g/dL,207
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MOUSE,F,18.87142857,1.200892525,g/L,21
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MOUSE,M,1.932258065,0.26135503,g/dL,217
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,MOUSE,M,22.37777778,0.871044172,g/L,27
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,PIG,F,2.0125,0.126363531,g/dL,32
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,PIG,M,1.8875,0.1211504,g/dL,32
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,RABBIT,F,1.458974359,0.107417231,g/dL,26
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,RABBIT,M,1.424358974,0.17354031,g/dL,26
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,RAT,F,2.641212439,0.402335852,g/dL,954
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,RAT,F,26.26956522,2.21267757,g/L,46
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,RAT,M,2.395628962,0.34388254,g/dL,999
SERUM CHEMISTRY,Globulin,GLOBUL,SERUM,RAT,M,25.15869565,1.1330541,g/L,46
SERUM CHEMISTRY,Glucose,GLUC,SERUM,DOG,F,90.33119048,7.379170796,mg/dL,140
SERUM CHEMISTRY,Glucose,GLUC,SERUM,DOG,F,5.028666667,0.651334572,mmol/L,20
SERUM CHEMISTRY,Glucose,GLUC,SERUM,DOG,M,90.39398148,8.025800618,mg/dL,144
SERUM CHEMISTRY,Glucose,GLUC,SERUM,DOG,M,5.106833333,0.202534309,mmol/L,20
SERUM CHEMISTRY,Glucose,GLUC,SERUM,Monkey,F,73.95555556,3.835644576,mg/dL,15
SERUM CHEMISTRY,Glucose,GLUC,SERUM,Monkey,M,80.06666667,4.209211365,mg/dL,15
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MONKEY,F,71.73148148,13.17553165,mg/dL,162
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MONKEY,F,3.580259259,0.377877795,mmol/L,18
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MONKEY,M,69.76656627,13.73464315,mg/dL,166
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MONKEY,M,3.968518519,0.208801004,mmol/L,18
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MOUSE,F,151.9135802,33.93389205,mg/dL,243
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MOUSE,F,9.07,1.705872211,mmol/L,21
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MOUSE,M,165.003937,38.08742783,mg/dL,254
SERUM CHEMISTRY,Glucose,GLUC,SERUM,MOUSE,M,11.70888889,2.10433862,mmol/L,27
SERUM CHEMISTRY,Glucose,GLUC,SERUM,PIG,F,107.25,19.01612219,mg/dL,32
SERUM CHEMISTRY,Glucose,GLUC,SERUM,PIG,M,100.375,8.233487875,mg/dL,32
SERUM CHEMISTRY,Glucose,GLUC,SERUM,RABBIT,F,122.5769231,5.690387757,mg/dL,26
SERUM CHEMISTRY,Glucose,GLUC,SERUM,RABBIT,M,133.2051282,15.59617529,mg/dL,26
SERUM CHEMISTRY,Glucose,GLUC,SERUM,RAT,F,100.860161,46.74754484,mg/dL,994
SERUM CHEMISTRY,Glucose,GLUC,SERUM,RAT,F,6.757826087,0.854035943,mmol/L,46
SERUM CHEMISTRY,Glucose,GLUC,SERUM,RAT,M,100.3672048,39.88427112,mg/dL,1053
SERUM CHEMISTRY,Glucose,GLUC,SERUM,RAT,M,7.596956522,2.077675913,mmol/L,46
SERUM CHEMISTRY,Potassium,K,SERUM,DOG,F,4.472541667,0.196311111,mEq/L,120
SERUM CHEMISTRY,Potassium,K,SERUM,DOG,F,4.55375,0.159503659,mmol/L,40
SERUM CHEMISTRY,Potassium,K,SERUM,DOG,M,4.621233871,0.142905721,mEq/L,124
SERUM CHEMISTRY,Potassium,K,SERUM,DOG,M,4.790416667,0.246004757,mmol/L,40
SERUM CHEMISTRY,Potassium,K,SERUM,Monkey,F,4.675555556,0.237535851,mmol/L,15
SERUM CHEMISTRY,Potassium,K,SERUM,Monkey,M,4.648888889,0.257850291,mmol/L,15
SERUM CHEMISTRY,Potassium,K,SERUM,MONKEY,F,4.690033333,0.486403482,mEq/L,150
SERUM CHEMISTRY,Potassium,K,SERUM,MONKEY,F,4.484827586,0.375211672,mmol/L,29
SERUM CHEMISTRY,Potassium,K,SERUM,MONKEY,M,4.704662309,0.520745795,mEq/L,153
SERUM CHEMISTRY,Potassium,K,SERUM,MONKEY,M,4.593580247,0.316120887,mmol/L,27
SERUM CHEMISTRY,Potassium,K,SERUM,MOUSE,F,5.604519231,0.78191006,mEq/L,208
SERUM CHEMISTRY,Potassium,K,SERUM,MOUSE,F,5.226315789,0.741264922,mmol/L,57
SERUM CHEMISTRY,Potassium,K,SERUM,MOUSE,M,6.239495413,1.003579411,mEq/L,218
SERUM CHEMISTRY,Potassium,K,SERUM,MOUSE,M,6.557142857,1.457651036,mmol/L,63
SERUM CHEMISTRY,Potassium,K,SERUM,PIG,F,5.4925,0.632919503,mEq/L,32
SERUM CHEMISTRY,Potassium,K,SERUM,PIG,M,6.06375,0.976586385,mEq/L,32
SERUM CHEMISTRY,Potassium,K,SERUM,RABBIT,F,4.502820513,0.677367251,mEq/L,26
SERUM CHEMISTRY,Potassium,K,SERUM,RABBIT,M,4.440512821,0.381363277,mEq/L,26
SERUM CHEMISTRY,Potassium,K,SERUM,RAT,F,5.383059126,0.657889114,mEq/L,778
SERUM CHEMISTRY,Potassium,K,SERUM,RAT,F,5.515128205,1.988663653,mmol/L,260
SERUM CHEMISTRY,Potassium,K,SERUM,RAT,M,5.784861878,0.533473764,mEq/L,905
SERUM CHEMISTRY,Potassium,K,SERUM,RAT,M,6.262794613,2.32170213,mmol/L,198
SERUM CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MONKEY,F,823.2633333,706.0979524,U/L,50
SERUM CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MONKEY,M,738.5566667,175.2100694,U/L,50
SERUM CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MOUSE,F,961.825,287.9959835,U/L,40
SERUM CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MOUSE,M,938.0416667,518.6932828,U/L,48
SERUM CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,F,894.9642857,520.9412263,U/L,140
SERUM CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,M,1112.328571,473.3336913,U/L,140
SERUM CHEMISTRY,Magnesium,MG,SERUM,RAT,F,2.438571429,0.245707235,mg/dL,140
SERUM CHEMISTRY,Magnesium,MG,SERUM,RAT,M,2.211428571,0.186634608,mg/dL,140
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,DOG,F,5.715546875,0.704882706,mg/dL,128
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,DOG,F,1.787666667,0.13577415,mmol/L,20
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,DOG,M,6.014785354,0.664249767,mg/dL,132
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,DOG,M,1.998833333,0.125089559,mmol/L,20
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,Monkey,F,5.577777778,0.225257055,mg/dL,15
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,Monkey,M,6.097777778,0.202157673,mg/dL,15
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,F,5.723600823,1.040395952,mg/dL,162
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,F,1.844333333,0.144798891,mmol/L,18
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,M,6.202971888,0.989632777,mg/dL,166
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,M,2.100296296,0.185705188,mmol/L,18
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,F,8.147325103,1.291974211,mg/dL,243
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,F,3.1,0.475541796,mmol/L,21
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,M,8.448425197,1.893502902,mg/dL,254
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,M,2.488888889,0.338234481,mmol/L,27
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,PIG,F,7.2125,0.395743482,mg/dL,32
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,PIG,M,7.15,0.635508432,mg/dL,32
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,RABBIT,F,4.378205128,0.376202346,mg/dL,26
SERUM CHEMISTRY,Phosphate,PHOS,SERUM,RABBIT,M,4.365384615,0.734649169,mg/dL,26
